id,id_v2,category,level,question,answer_status,answer_type,answer,unknown_reason,evidence,pipeline_version,files
L2VPN_PAIRS,l2vpn_pairs:566d4b6821,L2VPN_Consistency,L2,"For metric 'l2vpn_pairs', provide the result. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""l2vpn_pairs"", ""scope"": {""type"": ""GLOBAL""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
L2VPN_UNIDIRECTIONAL_PAIRS,l2vpn_unidirectional_pairs:566d4b6821,L2VPN_Consistency,L3,"For metric 'l2vpn_unidirectional_pairs', provide the result. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""l2vpn_unidirectional_pairs"", ""scope"": {""type"": ""GLOBAL""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
L2VPN_UNIDIR_COUNT,l2vpn_unidir_count:566d4b6821,L2VPN_Consistency,L3,"For metric 'l2vpn_unidir_count', provide the result. [Answer format: integer number]",OK,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""l2vpn_unidir_count"", ""scope"": {""type"": ""GLOBAL""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
L2VPN_PWID_MISMATCH_PAIRS,l2vpn_pwid_mismatch_pairs:566d4b6821,L2VPN_Consistency,L3,"For metric 'l2vpn_pwid_mismatch_pairs', provide the result. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""l2vpn_pwid_mismatch_pairs"", ""scope"": {""type"": ""GLOBAL""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
L2VPN_MISMATCH_COUNT,l2vpn_mismatch_count:566d4b6821,L2VPN_Consistency,L3,"For metric 'l2vpn_mismatch_count', provide the result. [Answer format: integer number]",OK,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""l2vpn_mismatch_count"", ""scope"": {""type"": ""GLOBAL""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
IBGP_MISSING_PAIRS_65000,ibgp_missing_pairs:be0094711b,BGP_Consistency,L3,"For metric 'ibgp_missing_pairs', provide the result for asn=65000. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ibgp_missing_pairs"", ""scope"": {""type"": ""AS"", ""asn"": ""65000""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
IBGP_MISSING_PAIRS_COUNT_65000,ibgp_missing_pairs_count:be0094711b,BGP_Consistency,L3,"For metric 'ibgp_missing_pairs_count', provide the result for asn=65000. [Answer format: integer number]",OK,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ibgp_missing_pairs_count"", ""scope"": {""type"": ""AS"", ""asn"": ""65000""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
IBGP_UNDER_PEERED_DEVICES_65000,ibgp_under_peered_devices:be0094711b,BGP_Consistency,L3,"For metric 'ibgp_under_peered_devices', provide the result for asn=65000. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ibgp_under_peered_devices"", ""scope"": {""type"": ""AS"", ""asn"": ""65000""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
IBGP_UNDER_PEERED_COUNT_65000,ibgp_under_peered_count:be0094711b,BGP_Consistency,L3,"For metric 'ibgp_under_peered_count', provide the result for asn=65000. [Answer format: integer number]",OK,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""ibgp_under_peered_count"", ""scope"": {""type"": ""AS"", ""asn"": ""65000""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
VRF_WITHOUT_RT_PAIRS,vrf_without_rt_pairs:566d4b6821,VRF_Consistency,L3,"For metric 'vrf_without_rt_pairs', provide the result. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_without_rt_pairs"", ""scope"": {""type"": ""GLOBAL""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
VRF_WITHOUT_RT_COUNT,vrf_without_rt_count:566d4b6821,VRF_Consistency,L3,"For metric 'vrf_without_rt_count', provide the result. [Answer format: integer number]",OK,number,0,,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_without_rt_count"", ""scope"": {""type"": ""GLOBAL""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
VRF_RT_LIST_PER_DEVICE_pe2,vrf_rt_list_per_device:3603999311,VRF_Consistency,L3,"For metric 'vrf_rt_list_per_device', provide the result for host=pe2. [Answer format: JSON array]",OK,set,"[""65000:1"", ""65000:2"", ""65000:3""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_rt_list_per_device"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe2""}}",91765b5,['pe2.cfg']
VRF_RT_LIST_PER_DEVICE_leaf2,vrf_rt_list_per_device:6e35c43dba,VRF_Consistency,L3,"For metric 'vrf_rt_list_per_device', provide the result for host=leaf2. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_rt_list_per_device"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf2""}}",91765b5,['leaf2.cfg']
VRF_RT_LIST_PER_DEVICE_p1,vrf_rt_list_per_device:980d4425bd,VRF_Consistency,L3,"For metric 'vrf_rt_list_per_device', provide the result for host=p1. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_rt_list_per_device"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p1""}}",91765b5,['p1.cfg']
VRF_RT_LIST_PER_DEVICE_p2,vrf_rt_list_per_device:f84ad4329a,VRF_Consistency,L3,"For metric 'vrf_rt_list_per_device', provide the result for host=p2. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_rt_list_per_device"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p2""}}",91765b5,['p2.cfg']
VRF_RT_LIST_PER_DEVICE_leaf4,vrf_rt_list_per_device:45a2dbebe1,VRF_Consistency,L3,"For metric 'vrf_rt_list_per_device', provide the result for host=leaf4. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_rt_list_per_device"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf4""}}",91765b5,['leaf4.cfg']
VRF_RT_LIST_PER_DEVICE_p4,vrf_rt_list_per_device:8eb660897d,VRF_Consistency,L3,"For metric 'vrf_rt_list_per_device', provide the result for host=p4. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_rt_list_per_device"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p4""}}",91765b5,['p4.cfg']
VRF_RT_LIST_PER_DEVICE_p3,vrf_rt_list_per_device:40d255b5d8,VRF_Consistency,L3,"For metric 'vrf_rt_list_per_device', provide the result for host=p3. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_rt_list_per_device"", ""scope"": {""type"": ""DEVICE"", ""host"": ""p3""}}",91765b5,['p3.cfg']
VRF_RT_LIST_PER_DEVICE_leaf3,vrf_rt_list_per_device:6a7c231d8b,VRF_Consistency,L3,"For metric 'vrf_rt_list_per_device', provide the result for host=leaf3. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_rt_list_per_device"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf3""}}",91765b5,['leaf3.cfg']
VRF_RT_LIST_PER_DEVICE_pe1,vrf_rt_list_per_device:4f36bb8808,VRF_Consistency,L3,"For metric 'vrf_rt_list_per_device', provide the result for host=pe1. [Answer format: JSON array]",OK,set,"[""65000:1"", ""65000:2"", ""65000:3""]",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_rt_list_per_device"", ""scope"": {""type"": ""DEVICE"", ""host"": ""pe1""}}",91765b5,['pe1.cfg']
VRF_RT_LIST_PER_DEVICE_leaf1,vrf_rt_list_per_device:f3e677391b,VRF_Consistency,L3,"For metric 'vrf_rt_list_per_device', provide the result for host=leaf1. [Answer format: JSON array]",OK,set,[],,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""vrf_rt_list_per_device"", ""scope"": {""type"": ""DEVICE"", ""host"": ""leaf1""}}",91765b5,['leaf1.cfg']
COMPARE_BGP_NEIGHBOR_COUNT_leaf4_p1,compare_bgp_neighbor_count:b383c3df51,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf4, host2=p1. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf4"", ""host2"": ""p1""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_p4_pe1,compare_bgp_neighbor_count:c59874a09d,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=p4, host2=pe1. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 1, ""host1_count"": 0, ""host2_count"": 1}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""p4"", ""host2"": ""pe1""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf2_pe2,compare_bgp_neighbor_count:7c0f6931b9,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf2, host2=pe2. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 1, ""host1_count"": 0, ""host2_count"": 1}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""pe2""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf3_pe2,compare_bgp_neighbor_count:a85fe8ed11,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf3, host2=pe2. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 1, ""host1_count"": 0, ""host2_count"": 1}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf3"", ""host2"": ""pe2""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf2_p4,compare_bgp_neighbor_count:28eeb8bf7f,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf2, host2=p4. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""p4""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf4_p4,compare_bgp_neighbor_count:4ac77fb50e,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf4, host2=p4. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf4"", ""host2"": ""p4""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf1_p3,compare_bgp_neighbor_count:6cc42973c6,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf1, host2=p3. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf1"", ""host2"": ""p3""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf3_p1,compare_bgp_neighbor_count:e553dc0425,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf3, host2=p1. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf3"", ""host2"": ""p1""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf1_p4,compare_bgp_neighbor_count:fe2b242ee1,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf1, host2=p4. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf1"", ""host2"": ""p4""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf1_leaf4,compare_bgp_neighbor_count:04cd16d96f,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf1, host2=leaf4. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf1"", ""host2"": ""leaf4""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_pe1_pe2,compare_bgp_neighbor_count:dd0f765e5f,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=pe1, host2=pe2. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 1, ""host2_count"": 1}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""pe1"", ""host2"": ""pe2""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_p2_pe2,compare_bgp_neighbor_count:39d47dfd6f,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=p2, host2=pe2. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 1, ""host1_count"": 0, ""host2_count"": 1}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""p2"", ""host2"": ""pe2""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf4_pe1,compare_bgp_neighbor_count:081c3a7829,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf4, host2=pe1. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 1, ""host1_count"": 0, ""host2_count"": 1}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf4"", ""host2"": ""pe1""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf4_p3,compare_bgp_neighbor_count:4cd8882567,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf4, host2=p3. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf4"", ""host2"": ""p3""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf1_pe2,compare_bgp_neighbor_count:a18abbe30e,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf1, host2=pe2. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 1, ""host1_count"": 0, ""host2_count"": 1}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf1"", ""host2"": ""pe2""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf1_pe1,compare_bgp_neighbor_count:8e5b3c4762,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf1, host2=pe1. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 1, ""host1_count"": 0, ""host2_count"": 1}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf1"", ""host2"": ""pe1""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_p3_p4,compare_bgp_neighbor_count:44508e5cd8,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=p3, host2=p4. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""p3"", ""host2"": ""p4""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_p1_p4,compare_bgp_neighbor_count:826a016c3b,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=p1, host2=p4. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""p1"", ""host2"": ""p4""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_p3_pe2,compare_bgp_neighbor_count:e05f069c1c,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=p3, host2=pe2. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 1, ""host1_count"": 0, ""host2_count"": 1}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""p3"", ""host2"": ""pe2""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_BGP_NEIGHBOR_COUNT_leaf3_p2,compare_bgp_neighbor_count:a181f1f382,Comparison_Analysis,L3,"For metric 'compare_bgp_neighbor_count', provide the result for host1=leaf3, host2=p2. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 0, ""host1_count"": 0, ""host2_count"": 0}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_bgp_neighbor_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf3"", ""host2"": ""p2""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
COMPARE_INTERFACE_COUNT_leaf2_p4,compare_interface_count:28eeb8bf7f,Comparison_Analysis,L3,"For metric 'compare_interface_count', provide the result for host1=leaf2, host2=p4. [Answer format: JSON object]",OK,map_str_int,"{""difference"": 1, ""host1_count"": 4, ""host2_count"": 5}",,"{""snapshot"": ""Research_Institute_Internal_DC"", ""metric"": ""compare_interface_count"", ""scope"": {""type"": ""DEVICE_PAIR"", ""host1"": ""leaf2"", ""host2"": ""p4""}}",91765b5,"['leaf1.cfg', 'leaf2.cfg', 'leaf3.cfg', 'leaf4.cfg', 'p1.cfg', 'p2.cfg', 'p3.cfg', 'p4.cfg', 'pe1.cfg', 'pe2.cfg']"
