id,id_v2,level,metric,answer_type,status,reason,replay_answer,dataset_answer,match,score,detail
BOUNDED_PATH_pe3_leaf9,bounded_path_length:0a5466a9f2,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p6_pe5,bounded_path_length:477dee6280,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_p7_leaf11,bounded_path_length:2108e71a44,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe6_pe2,bounded_path_length:c9382a8e5a,L4,bounded_path_length,number,MATCH,,10,10,True,1.0,"parser=10.0, gold=10.0"
BOUNDED_PATH_leaf3_pe5,bounded_path_length:a0aa1735af,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe3_p2,bounded_path_length:102584dc87,L4,bounded_path_length,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
BOUNDED_PATH_leaf6_leaf3,bounded_path_length:ca1cc4744e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe1_leaf3,bounded_path_length:1195432cf0,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p4_p2,bounded_path_length:671ab3f535,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p1_pe5,bounded_path_length:186545f9b2,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_leaf11_leaf6,bounded_path_length:9fc952cf10,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p8_leaf4,bounded_path_length:54fb1519a7,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe2_leaf1,bounded_path_length:5294fb6d6c,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf4_p6,bounded_path_length:063f779794,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf12_leaf10,bounded_path_length:f07422a65e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf12_pe2,bounded_path_length:e2a334141a,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe6_p3,bounded_path_length:bd77bacb89,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_asbr2_leaf7,bounded_path_length:b9e66d3993,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf12_p5,bounded_path_length:0c776c4e80,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe4_p8,bounded_path_length:1e850a0775,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_p5,bounded_path_length:5663bb4d62,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf5_leaf9,bounded_path_length:31ce9dd87f,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe2_leaf5,bounded_path_length:74081089b4,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf1_p1,bounded_path_length:2ecc0b7be5,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe6_leaf4,bounded_path_length:e5ef39ea69,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe1_pe4,bounded_path_length:d823bfdbc9,L4,bounded_path_length,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
BOUNDED_PATH_p9_leaf7,bounded_path_length:edef79c322,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe1_p1,bounded_path_length:00c5947fe1,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_leaf5,bounded_path_length:2601ee7ff0,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p7_leaf8,bounded_path_length:af089ad94b,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe2_p4,bounded_path_length:05b9883e5d,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_p9_leaf8,bounded_path_length:109ab43d19,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe3_leaf2,bounded_path_length:c91c79f5d8,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p1_asbr2,bounded_path_length:d882c3a946,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_p7_leaf7,bounded_path_length:bdf83d4f85,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p2_leaf4,bounded_path_length:b1dd2e8733,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p7_p3,bounded_path_length:ed8666e284,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_leaf10_leaf3,bounded_path_length:f1131a6e4e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_asbr1_leaf9,bounded_path_length:a6370aa893,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p1_leaf2,bounded_path_length:0c84d22545,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p10_p9,bounded_path_length:2a6b59e734,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf7_leaf4,bounded_path_length:39352a8642,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_asbr1_p9,bounded_path_length:d75879f423,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe2_p2,bounded_path_length:b626af9f4a,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_leaf8,bounded_path_length:16ba951a01,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe4_leaf3,bounded_path_length:0d2c656e84,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf6_p3,bounded_path_length:52bdef7e3c,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p7_leaf12,bounded_path_length:d7282d6040,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p4_leaf4,bounded_path_length:e307f9b597,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf2_leaf8,bounded_path_length:13c5b411ed,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p10_p8,bounded_path_length:bac43e3586,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_pe1_asbr1,bounded_path_length:e6549e3c68,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_p10_leaf6,bounded_path_length:a65f5da518,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p10_p5,bounded_path_length:1233688a34,L4,bounded_path_length,number,MATCH,,6,6,True,1.0,"parser=6.0, gold=6.0"
BOUNDED_PATH_p4_p3,bounded_path_length:9412aeec36,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf12_leaf2,bounded_path_length:f0134ca732,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_asbr2_p8,bounded_path_length:426cffcfe0,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf5_pe5,bounded_path_length:c96f1aa5a1,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_asbr1_p3,bounded_path_length:ee8bc45fe9,L4,bounded_path_length,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
BOUNDED_PATH_leaf6_leaf8,bounded_path_length:6fbe007b47,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe4_leaf11,bounded_path_length:4508268aa9,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf8_leaf7,bounded_path_length:af0f40c009,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p4_p6,bounded_path_length:b57ecc13db,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_asbr2_p2,bounded_path_length:76ee124e6f,L4,bounded_path_length,number,MATCH,,8,8,True,1.0,"parser=8.0, gold=8.0"
BOUNDED_PATH_pe4_leaf12,bounded_path_length:2768e688aa,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_asbr1_p6,bounded_path_length:f521cbbd09,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_leaf8_pe5,bounded_path_length:b3a44b1b00,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe1_leaf2,bounded_path_length:eb49cf21d3,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf10_leaf9,bounded_path_length:462929908e,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_asbr2_pe5,bounded_path_length:507680f655,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_leaf8_p8,bounded_path_length:e2c6a08f90,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_asbr1_leaf2,bounded_path_length:ce40d22460,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe6_p1,bounded_path_length:4e0a03cb01,L4,bounded_path_length,number,MATCH,,8,8,True,1.0,"parser=8.0, gold=8.0"
BOUNDED_PATH_p7_leaf10,bounded_path_length:ed7814027b,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf7_leaf3,bounded_path_length:7fa00d2c00,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_asbr1_leaf7,bounded_path_length:c1d63786a5,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe4_leaf2,bounded_path_length:cfa847a2ab,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe3_leaf8,bounded_path_length:2316931578,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe1_asbr2,bounded_path_length:7540fb1d26,L4,bounded_path_length,number,MATCH,,8,8,True,1.0,"parser=8.0, gold=8.0"
BOUNDED_PATH_p7_p9,bounded_path_length:89822b4d4c,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_leaf8_leaf4,bounded_path_length:045cb0c22a,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf12_leaf7,bounded_path_length:d60fbf2bb2,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe3_p1,bounded_path_length:bc9819fc09,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_leaf5_p8,bounded_path_length:176336e911,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf12_asbr2,bounded_path_length:0dbc1f8d25,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe6_p6,bounded_path_length:b1b04770b4,L4,bounded_path_length,number,MATCH,,5,5,True,1.0,"parser=5.0, gold=5.0"
BOUNDED_PATH_pe4_pe3,bounded_path_length:1d084cdc34,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_p7_leaf4,bounded_path_length:4541365ced,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe6_p8,bounded_path_length:4a74db0730,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_leaf10_asbr2,bounded_path_length:231ce49075,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe6_leaf1,bounded_path_length:74dbe5816e,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p10_pe5,bounded_path_length:283d3497ea,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p1_leaf8,bounded_path_length:8553df0697,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe2_leaf4,bounded_path_length:454b1a5c03,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_pe6_p4,bounded_path_length:978b29a75c,L4,bounded_path_length,number,MATCH,,8,8,True,1.0,"parser=8.0, gold=8.0"
BOUNDED_PATH_leaf2_p8,bounded_path_length:353e875ba0,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_pe4_asbr2,bounded_path_length:0e4d054020,L4,bounded_path_length,number,MATCH,,3,3,True,1.0,"parser=3.0, gold=3.0"
BOUNDED_PATH_asbr2_leaf6,bounded_path_length:7b3e730d3f,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_asbr1_leaf3,bounded_path_length:a956dac5a4,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_p4_asbr2,bounded_path_length:0d962c3308,L4,bounded_path_length,number,MATCH,,7,7,True,1.0,"parser=7.0, gold=7.0"
BOUNDED_PATH_leaf9_p5,bounded_path_length:e58da54df5,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p8_pe5,bounded_path_length:8b8862d730,L4,bounded_path_length,number,MATCH,,4,4,True,1.0,"parser=4.0, gold=4.0"
BOUNDED_PATH_pe6_leaf10,bounded_path_length:1a51311d32,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf12_p8,bounded_path_length:3820c0ef6c,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf10_p4,bounded_path_length:abc538a517,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_p9_leaf9,bounded_path_length:a460d3d32a,L4,bounded_path_length,number,MATCH,,1,1,True,1.0,"parser=1.0, gold=1.0"
BOUNDED_PATH_leaf1_leaf8,bounded_path_length:947a2759c5,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BOUNDED_PATH_leaf1_leaf6,bounded_path_length:e8c33070c3,L4,bounded_path_length,number,MATCH,,2,2,True,1.0,"parser=2.0, gold=2.0"
BLACKHOLE_DETECTION_GLOBAL,blackhole_destination_list:566d4b6821,L4,blackhole_destination_list,set,MATCH,,[],[],True,1.0,both_empty
WAYPOINT_p10_pe5_p10,waypoint_traversal_path:606084cdbc,L4,waypoint_traversal_path,text,MATCH,,p10 -> pe5,"""p10 -> pe5""",True,1.0,exact
WAYPOINT_p10_pe5_pe1,waypoint_traversal_path:d3b9d1edb1,L4,waypoint_traversal_path,text,MATCH,,NOT_TRAVERSED,"""NOT_TRAVERSED""",True,1.0,exact
WAYPOINT_p10_pe5_pe6,waypoint_traversal_path:ec24103c9e,L4,waypoint_traversal_path,text,MATCH,,NOT_TRAVERSED,"""NOT_TRAVERSED""",True,1.0,exact
WAYPOINT_p10_pe5_pe4,waypoint_traversal_path:977a0c8534,L4,waypoint_traversal_path,text,MATCH,,NOT_TRAVERSED,"""NOT_TRAVERSED""",True,1.0,exact
WAYPOINT_p10_pe5_pe3,waypoint_traversal_path:c3258eafad,L4,waypoint_traversal_path,text,MATCH,,NOT_TRAVERSED,"""NOT_TRAVERSED""",True,1.0,exact
ISOLATION_VRF_EDU_VRF_GOV,leaked_prefixes_list:92a0325284,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ISOLATION_VRF_EDU_VRF_MIL,leaked_prefixes_list:066562a983,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ISOLATION_VRF_EDU_VRF_RND,leaked_prefixes_list:c4d3693e73,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ISOLATION_VRF_GOV_VRF_MIL,leaked_prefixes_list:5c30587933,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ISOLATION_VRF_GOV_VRF_RND,leaked_prefixes_list:b84b5b47b3,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ISOLATION_VRF_MIL_VRF_RND,leaked_prefixes_list:83ca7e5dc5,L4,leaked_prefixes_list,set,MATCH,,[],[],True,1.0,both_empty
ASYMMETRIC_leaf1_p1,asymmetric_path_comparison:581be9d818,L4,asymmetric_path_comparison,text,MATCH,,"Forward: leaf1 -> pe1, Reverse: p1","""Forward: leaf1 -> pe1, Reverse: p1""",True,1.0,exact
ASYMMETRIC_leaf11_asbr2,asymmetric_path_comparison:c3e03ad556,L4,asymmetric_path_comparison,text,MATCH,,"Forward: leaf11 -> pe6, Reverse: asbr2","""Forward: leaf11 -> pe6, Reverse: asbr2""",True,1.0,exact
ASYMMETRIC_leaf12_leaf9,asymmetric_path_comparison:7664bfab7e,L4,asymmetric_path_comparison,text,MATCH,,"Forward: leaf12 -> pe6, Reverse: leaf9 -> pe5","""Forward: leaf12 -> pe6, Reverse: leaf9 -> pe5""",True,1.0,exact
ASYMMETRIC_pe4_p8,asymmetric_path_comparison:624e5d65c1,L4,asymmetric_path_comparison,text,MATCH,,"Forward: pe4 -> p8, Reverse: p8 -> pe4","""Forward: pe4 -> p8, Reverse: p8 -> pe4""",True,1.0,exact
ASYMMETRIC_leaf5_leaf4,asymmetric_path_comparison:184f5df8ab,L4,asymmetric_path_comparison,text,MATCH,,"Forward: leaf5 -> pe3, Reverse: leaf4 -> pe2","""Forward: leaf5 -> pe3, Reverse: leaf4 -> pe2""",True,1.0,exact
ASYMMETRIC_asbr1_p8,asymmetric_path_comparison:e5c3d3c578,L4,asymmetric_path_comparison,text,MATCH,,"Forward: asbr1 -> p7 -> p8, Reverse: p8 -> p7 -> asbr1","""Forward: asbr1 -> p7 -> p8, Reverse: p8 -> p7 -> asbr1""",True,1.0,exact
ASYMMETRIC_p8_leaf3,asymmetric_path_comparison:00dcdcf417,L4,asymmetric_path_comparison,text,MATCH,,"Forward: p8, Reverse: leaf3 -> pe2","""Forward: p8, Reverse: leaf3 -> pe2""",True,1.0,exact
ASYMMETRIC_p2_leaf9,asymmetric_path_comparison:1864d2b6cd,L4,asymmetric_path_comparison,text,MATCH,,"Forward: p2, Reverse: leaf9 -> pe5","""Forward: p2, Reverse: leaf9 -> pe5""",True,1.0,exact
ASYMMETRIC_asbr2_leaf9,asymmetric_path_comparison:17c8405dbe,L4,asymmetric_path_comparison,text,MATCH,,"Forward: asbr2, Reverse: leaf9 -> pe5","""Forward: asbr2, Reverse: leaf9 -> pe5""",True,1.0,exact
ASYMMETRIC_p7_leaf4,asymmetric_path_comparison:b284b91379,L4,asymmetric_path_comparison,text,MATCH,,"Forward: p7, Reverse: leaf4 -> pe2","""Forward: p7, Reverse: leaf4 -> pe2""",True,1.0,exact
SEC_BYPASS_p7_p8_p10,security_policy_bypass_check:d129441350,L4,security_policy_bypass_check,text,MATCH,,VIOLATION (path: p7 -> p8),"""VIOLATION (path: p7 -> p8)""",True,1.0,exact
SEC_BYPASS_p8_p7_p10,security_policy_bypass_check:6e9ef5078d,L4,security_policy_bypass_check,text,MATCH,,VIOLATION (path: p8 -> p7),"""VIOLATION (path: p8 -> p7)""",True,1.0,exact
SEC_BYPASS_p7_p8_pe1,security_policy_bypass_check:f23075fa11,L4,security_policy_bypass_check,text,MATCH,,VIOLATION (path: p7 -> p8),"""VIOLATION (path: p7 -> p8)""",True,1.0,exact
SEC_BYPASS_p8_p7_pe1,security_policy_bypass_check:f5e4bb14c4,L4,security_policy_bypass_check,text,MATCH,,VIOLATION (path: p8 -> p7),"""VIOLATION (path: p8 -> p7)""",True,1.0,exact
LINK_FAILURE_asbr1_p7,link_failure_impact:27894bc3dd,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_p9,link_failure_impact:b30c7fb45d,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_pe5,link_failure_impact:02caaa6577,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_asbr2,link_failure_impact:cbdc09e899,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf1,link_failure_impact:a55624a760,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf10,link_failure_impact:d06b917638,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf11,link_failure_impact:68893e44b8,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf12,link_failure_impact:62e47d01a0,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf2,link_failure_impact:1c11b242fc,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf3,link_failure_impact:afa791152f,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf4,link_failure_impact:f3feb289f3,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf5,link_failure_impact:bb21f4791a,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf6,link_failure_impact:9f9fd66828,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf7,link_failure_impact:44428856fe,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf8,link_failure_impact:a93b9abc34,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_leaf9,link_failure_impact:317b408284,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_p1,link_failure_impact:15e112097a,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_p10,link_failure_impact:89be096296,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_p2,link_failure_impact:f49df7580c,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_p3,link_failure_impact:f9848f4178,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_p4,link_failure_impact:12bdfad041,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_p5,link_failure_impact:e5721b88d0,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_p6,link_failure_impact:9b3a224e53,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_p8,link_failure_impact:b820858a93,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_pe1,link_failure_impact:6382bc6156,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_pe2,link_failure_impact:9395ac1ba6,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_pe3,link_failure_impact:ed2426a865,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_pe4,link_failure_impact:123b86a9d8,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr1_pe6,link_failure_impact:51efb5ac4f,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr2_p8,link_failure_impact:e1712cf28e,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr2_p10,link_failure_impact:aac3a35339,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr2_pe6,link_failure_impact:eb871ff749,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr2_asbr1,link_failure_impact:dd72d76c48,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
LINK_FAILURE_asbr2_leaf1,link_failure_impact:0cf76ad2a6,L5,link_failure_impact,text,MATCH,,NONE,"""NONE""",True,1.0,both_empty
